	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
0	-17824.598	-33653.15	-70937.96	4083.7778	-11383.366	-8952.12	-31782.395	-19703.691	-40497.234	-1761.9734	-72161.586	43990.676	16070.149	10245.727	36153.05	19927.857	-19614.914	0.50676805	0.60068685	0.5038048	0.9334726	-72568.805	-55110.363	-41384.23	-17472.996	-26582.0	49180.684	-1961.5203	12161.259	-23730.73	53345.086	7367.1265	14054.712	-29885.873	32448.37	-9860.7295	-50431.914
1	-45912.984	26902.035	70529.46	-14837.092	6876.903	50568.1	-22402.932	17377.057	26908.365	-50538.996	-22623.777	-43473.465	19656.143	60377.875	-4942.917	-1208.5419	-3718.5564	8710.612	0.6043516	0.38735744	0.5406208	0.8913898	12494.861	-6192.7124	24128.436	24111.668	-18896.033	27079.281	-50745.24	-28945.521	-38104.414	-29369.168	-13790.298	-20466.143	-18444.523	-5915.1396	-20227.36
2	-36191.215	-39214.535	44605.723	-12935.572	-21555.316	-15473.524	-25040.98	24044.256	-87876.56	39512.945	-17335.674	50385.02	5216.1694	7822.3066	656.887	-34965.36	19144.027	0.783542	0.6106883	0.77571744	0.41022292	-64072.164	-44276.723	-33867.832	-60138.523	-67696.89	837.73584	-17564.959	39053.49	18817.496	-67450.4	-23169.027	27617.787	-53621.98	725.1368	-12244.904	-80247.51
3	-11542.032	41937.773	24736.234	61956.7	-64670.426	33223.73	-65081.32	28626.957	-7438.792	57967.652	-44006.94	53443.15	24954.945	-7855.4136	-8228.223	11432.538	-16610.455	0.7442233	0.53551084	0.16884273	0.65290254	0.8877194	35940.25	-81616.805	-52820.133	19173.133	2756.253	-11573.705	833.3867	-49154.543	15455.486	25356.469	9177.023	18204.37	864.105	-28309.666	6421.592
4	1549.4136	11293.492	-15353.002	-2668.3972	-58102.34	-40193.75	-26964.498	-37450.934	62304.918	21254.732	34973.543	-81463.09	-12480.141	-8784.041	-76685.88	60543.844	-22508.705	0.49151132	0.575823	0.5333779	0.45210904	0.9107001	-35104.938	11576.5	-66266.76	1833.8126	-39550.793	12842.045	38094.727	-14976.597	-8794.553	-9364.849	-26550.828	40827.945	-23874.514	15376.631	-54579.797
5	-27536.441	-42684.06	-6231.7334	12719.767	-19244.045	-43581.355	-51864.023	-35016.766	-58689.65	-31147.58	-47898.33	-15997.9375	33709.266	2459.0728	-12687.957	-10346.011	-19391.004	0.33185738	0.5947232	0.52471524	0.45913672	0.8001993	-22672.11	2493.4153	40093.7	-30614.16	12959.301	-50703.844	12220.092	-22769.045	-47710.715	-59704.137	26949.768	-10553.625	-25569.746	8964.882	-31895.316
6	55070.367	13208.727	45492.68	-15301.387	-68299.19	17321.625	40562.65	9034.35	-27503.482	8795.273	-13729.237	-86874.95	16788.58	-21598.71	6185.6304	-9836.265	-10328.619	0.36575323	0.10634173	0.234431	0.5586063	0.77265894	-32524.604	-107152.16	1912.8378	-34421.19	15773.758	-36927.305	30072.615	-91455.18	-73429.31	26916.697	53190.094	-25747.45	28546.209	7586.779	-28904.227
7	-16478.586	-41070.508	45666.848	-10625.25	5665.457	17303.578	-57095.12	-9933.06	-12488.172	-18318.219	-32523.293	-22131.734	-60706.8	7683.264	-44398.58	-18555.043	20878.447	0.51662666	0.6090494	0.5636966	0.43773493	0.86564934	-60869.305	-26180.297	31282.92	-54007.676	10295.523	-14342.933	-19635.87	8299.671	-50927.594	12161.847	-51021.613	9246.05	-528.7212	16506.525	-24271.422
8	19162.336	55693.203	-2604.8586	6414.0615	43027.465	-23258.049	-90587.336	-49028.594	-93239.09	74065.1	-21657.83	-5806.1914	-49606.98	-34941.848	-108869.87	-15486.367	32327.271	0.53237355	0.5074366	0.5841716	0.53999054	-629.638	-14588.494	-46563.914	10773.324	3709.3064	8051.5264	-19300.842	-22386.57	-14455.659	5884.461	47264.145	18305.553	-7188.091	46203.28	-13225.662	-24497.064
9	-21665.627	-10151.612	22669.398	-23279.457	2113.1226	-12021.753	-11331.823	-11352.69	-14935.775	42825.29	-39946.887	-50832.41	37467.28	-20272.055	-12184.392	51069.324	-22643.934	0.56743705	0.11772727	0.5094991	0.6325194	0.8565522	-15354.234	5191.149	-65377.504	24868.24	25837.65	-19773.979	-42031.11	-22869.002	-23209.531	23557.771	-9230.301	23781.643	17406.451	-26161.02	-37149.402
