	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
0	-4660.708	-30129.791	-70407.1	4350.3594	859.7575	-9902.909	-21622.883	-24429.84	-40574.383	5887.122	-72626.516	47106.273	7262.4893	6775.391	42000.996	19669.54	-6018.8643	0.6861154	0.46934465	0.4861369	0.90344	-64935.5	-41205.55	-32757.264	-10663.18	-28356.357	55369.324	563.9254	13790.084	-21695.162	53038.234	12461.571	12819.961	-22667.604	32047.25	-9553.135	-47064.45
1	-48395.95	30646.271	70861.48	-14792.066	18770.146	49316.51	-13027.097	23076.816	31249.031	-47531.438	-19452.041	-32399.822	19499.135	64388.76	-127.636024	-2259.9978	-738.38727	0.10067298	0.38512915	0.14567919	0.3714433	-3896.7637	23234.158	2353.1167	29450.467	38753.348	-14031.144	30512.05	-49309.68	-19678.22	-33260.145	-24557.875	-15228.602	-13500.204	-19432.248	-5836.3125	-16759.746
2	-31519.047	-35822.473	45053.8	-12692.052	-8850.854	-16501.184	-14767.738	25925.285	-81670.84	37109.395	-2735.674	49448.242	2050.3462	9064.505	7926.739	-23653.76	22854.07	0.4684986	0.48575714	0.6799198	0.8091441	-49920.293	-31893.17	-23966.146	-57423.363	-60133.242	5426.647	-12281.3955	34229.29	20748.105	-63593.79	-18181.244	26325.355	-38943.8	614.1421	-11043.861	-76678.97
3	-6936.1567	45505.285	25124.426	62032.15	-52666.934	32149.959	-55312.855	35627.55	-3054.9453	61074.246	-29304.242	68912.04	31820.475	-9229.575	-12111.136	15981.211	-12882.078	0.47778866	0.70274	0.5672132	0.4314423	-44594.78	45277.324	-76619.945	-45678.805	24936.07	3534.1597	-15501.908	5577.131	-49871.137	18078.861	30458.018	7935.0107	18438.344	-402.18567	-29086.324	10035.038
4	9023.886	14692.843	-14970.283	-2518.56	-46151.973	-41310.605	-17310.117	-30373.428	66546.13	24119.258	37839.703	-66097.75	-5104.1416	-9684.699	-60651.473	57950.598	-8714.065	0.38286102	0.547547	0.1771588	0.7078959	18295.408	-24041.455	21726.771	-62129.13	7810.853	-36521.74	18470.037	36250.484	-13077.533	-7036.978	-4359.064	-27776.32	41029.48	-25064.508	14645.228	-51062.703
5	-24651.793	-39133.016	-5815.6855	12894.259	-7529.265	-44729.094	-42264.977	-28279.717	-57554.273	-28167.0	-33445.71	-1683.0509	41454.99	-734.268	-7797.288	-5888.8086	-9057.095	0.5824183	0.49541953	0.55107325	0.6754518	-24243.637	-10369.598	11136.063	45288.215	-33280.383	17798.004	-48040.31	12431.706	-20807.94	-48798.11	-54740.84	25747.234	-10352.58	-26736.01	8323.804	-28463.607
6	56517.082	17025.533	45835.746	-15315.579	-56478.742	16099.02	49853.793	7802.6704	-20289.857	12068.266	-10236.206	-84668.0	13904.193	-17173.49	1873.8645	-12445.408	-6844.4907	0.3808814	0.21116349	0.60711795	0.4042153	1816.1276	-23525.715	-101204.95	8032.764	-36808.133	15155.445	-39342.465	32587.125	-89450.55	-71390.91	31169.703	51669.98	-18537.69	27724.67	7733.4155	-25409.957
7	-23599.85	-37467.2	46142.195	-10376.137	18088.916	16199.435	-46967.184	-5072.463	-3448.8228	-15300.764	-29435.959	-10680.209	-59793.21	14642.162	-38596.46	-14124.359	20273.041	0.45866522	0.7296098	0.51569414	0.47582453	-44402.465	-50545.266	-16961.537	36986.875	-50397.863	12152.163	-10378.526	-18150.795	10283.437	-49292.65	17000.29	-52300.973	16356.016	-1293.88	16821.63	-20683.4
8	25767.477	59298.793	-2147.927	6572.522	55053.637	-24348.766	-80962.43	-34871.414	-93686.82	71528.12	-7100.3022	8038.6104	-26533.746	-39735.496	-92960.055	489.93585	36438.14	0.5684475	0.57190824	0.91498125	0.74512166	9209.575	-4917.155	-40460.9	16123.005	5487.229	9013.858	-20970.354	-21301.627	-12453.589	8086.257	52517.973	17130.797	-6619.811	45020.26	-13913.387	-21010.346
9	-8664.461	-6754.1123	23004.86	-23265.395	13829.289	-13169.458	-1694.8762	-11694.039	-12205.397	45812.07	-25438.568	-52031.562	34135.613	-22846.666	-15424.381	49242.918	-9554.555	0.27999434	0.5122416	0.27556407	0.42799684	-19541.28	-9422.671	14683.187	-58617.24	28539.566	20138.984	-15452.081	-37945.457	-20941.564	-17690.934	28021.607	-10589.554	38244.418	17055.422	-25064.195	-33741.05
