	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
0	787.31866	-30629.479	-72161.75	2948.5732	-2136.5073	-10060.543	-23406.15	-22185.803	-40076.58	10623.699	-71572.055	43105.656	13322.322	12026.662	37640.34	11613.099	-6993.7236	0.5510495	0.1449156	0.27886683	0.55738974	-63865.15	-37974.08	-30069.03	-10316.276	-26766.148	58543.695	1040.9457	18745.336	-23449.67	52054.87	8075.949	12827.955	-24977.012	31050.375	-11389.72	-48777.367
1	-40066.03	30141.676	69055.32	-16022.9	17475.852	49404.57	-13768.858	25273.596	27725.49	-55722.348	-22102.541	-41569.547	24356.99	56818.09	-13595.79	-9281.98	-451.0736	0.59186316	0.2460026	0.46115315	0.2883288	-8288.658	27425.115	3839.9104	28979.293	26576.668	-11623.225	27631.428	-47656.51	-21024.588	-33974.457	-27983.37	-15002.973	-12684.031	-20010.266	-7852.771	-18190.895
2	-31159.209	-36206.33	43037.082	-14178.88	-11672.118	-16667.443	-16248.229	27384.686	-82600.06	42886.883	-12539.339	40682.62	-3190.385	7067.7383	2300.0908	-20868.213	14549.199	0.69018006	0.6248773	0.5749117	0.5582651	-51164.66	-30355.064	-20857.414	-57613.6	-61696.895	4111.282	-10236.51	38337.375	8693.62	-64081.09	-21123.824	26394.95	-37302.363	-107.450745	-13176.263	-78166.09
3	-8503.311	45139.504	23299.824	60773.312	-54928.062	32126.645	-56600.938	38635.59	-1697.8422	52015.8	-32222.256	64369.47	39691.688	-4133.3086	-7186.29	13502.079	-13471.245	0.6439395	0.5000747	0.62315756	0.39806402	-45847.582	49384.32	-75273.28	-47440.547	22809.076	6098.1987	-15998.047	5113.784	-41532.293	16310.119	26473.24	8035.456	16164.255	-1059.3419	-30665.79	8470.59
4	15795.826	14280.275	-17028.898	-3973.0315	-48079.03	-41446.047	-18138.355	-28106.564	67718.44	15955.143	26288.23	-70194.59	-1138.0419	-6279.054	-74915.09	51966.19	-9211.082	0.14417587	0.33420256	0.588319	0.30704057	19154.672	-20767.215	22062.803	-61972.625	8833.521	-34204.473	15698.902	39937.31	-26269.467	-6250.0806	-7901.056	-27810.604	38916.45	-25816.54	13018.108	-52620.99
5	-10532.676	-39591.176	-7857.0957	11403.732	-9224.013	-44828.215	-43249.234	-30624.992	-56591.31	-28724.918	-44374.637	-13874.559	33487.047	3640.5393	-21054.047	-18480.594	-6649.5034	0.35526165	0.28488222	0.25465333	0.532757	-23135.43	-7264.027	14564.858	43227.625	-32022.1	19455.818	-46583.98	12813.636	-22317.035	-47821.086	-58450.06	25819.225	-3008.5032	-27185.19	7003.9194	-29903.834
6	56688.84	16559.105	43807.4	-16702.105	-58241.68	16027.679	49056.31	6959.854	-21276.771	11564.435	-21138.445	-96390.66	3209.6348	-15651.741	-2741.043	-7335.488	-15295.113	0.19997281	0.26812372	0.13177499	0.5034461	3194.8005	-21892.51	-96541.9	5762.122	-32952.273	14298.74	-35419.12	31028.61	-90871.74	-71286.02	27614.299	51726.21	-10831.504	27498.34	6593.0664	-26793.812
7	-14501.257	-37873.926	43971.094	-11996.055	15733.528	16044.564	-48468.105	-2946.746	-6166.478	-16381.953	-32389.469	-10888.453	-51121.586	10332.569	-42925.375	-16424.14	24450.271	0.57552755	0.44573802	0.4010079	0.3782031	-46773.38	-46764.48	-14295.645	35367.234	-53353.266	14593.809	-9845.033	-18142.87	8601.756	-48979.48	12965.541	-52222.207	6998.4927	-2545.02	14098.73	-22238.287
8	22377.07	58734.895	-4212.0405	5093.6646	52731.457	-24459.963	-81985.85	-36344.88	-92996.18	76389.16	-9891.263	4978.088	-27490.408	-37145.113	-107315.766	-1991.6064	27056.18	0.49593613	0.650334	0.60165316	0.6345803	8769.1	-3716.987	-35564.246	13932.584	4474.093	7361.252	-15610.452	-21353.658	-14239.35	9729.353	48107.957	17158.455	-9228.307	44286.168	-15556.126	-22672.445
9	-20337.379	-7187.2964	20998.145	-24642.125	11826.2705	-13253.306	-2657.728	-11028.612	-10463.35	45300.79	-36564.29	-61340.43	32742.596	-19060.752	-10717.029	53507.375	-17202.406	0.31148174	0.6256582	0.8214146	0.5958854	-18681.799	-7416.6147	13205.914	-61193.254	30248.686	20224.94	-19014.0	-38988.6	-22347.79	-20176.848	24593.22	-10510.891	38671.207	16388.62	-27198.523	-35148.164
