	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
0	0.71428573	0.4	0.012944984	0.0032661874	1.0	0.003137717	1.0	0.5712295	0.5454661	1.0	1.0	0.5	0.035227824	0.043223225	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.9106083	0.86108834	0.86522186	0.92068696	0.6358066	0.45402846	0.39230925	0.7705075	0.5	0.68364435	1.0	0.11274911	1.0	0.098632015	0.1577734	1.0
1	0.71428573	0.4	0.012944984	0.003416514	1.0	0.0033089898	1.0	0.84306484	0.35250908	0.5	0.5	1.0	0.6468817	-0.3629441	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.6832724	0.7657872	0.79043317	0.75943947	-0.2903892	0.07946153	0.05510036	0.30393717	0.5	0.57274437	1.0	0.11274911	0.74217314	0.064657375	0.12602794	1.0
2	0.5714286	0.4	0.012944984	0.0034848442	1.0	0.003370648	1.0	0.7292134	0.56956494	1.0	0.5	1.0	0.3907058	0.093950264	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.857646	0.8371832	0.8997336	0.89331293	0.4200313	0.36007246	0.54791707	0.69130063	0.5	0.69650066	1.0	0.11274911	0.74217314	0.064657375	0.12602794	1.0
3	0.2857143	0.4	0.012944984	0.003648837	1.0	0.0035693243	1.0	0.5996516	0.6319831	0.5	0.5	0.5	0.09917991	0.22533824	1.0	0.5	0.5	0.0	0.0	0.0	0.0	0.83548903	0.9196651	0.88005596	0.7402511	0.32976088	0.6842555	0.4591939	0.24841572	1.0	0.62113154	1.0	0.11274911	1.0	0.098632015	0.1577734	1.0
4	0.71428573	0.4	0.012944984	0.0037308333	1.0	0.0036515354	1.0	0.58738834	0.5742229	0.5	0.5	0.5	0.07158661	0.103755325	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.87861973	0.86489695	0.81225157	0.86224276	0.50548124	0.4689978	0.15347534	0.601399	0.5	0.77783257	1.0	0.11274911	1.0	0.098632015	0.1577734	1.0
5	1.0	0.4	0.012944984	0.004113483	1.0	0.004055739	1.0	0.41041142	0.5628336	0.5	0.5	0.5	-0.32662743	0.07978111	0.5	0.5	1.0	0.0	0.0	0.0	0.0	0.8947489	0.8514296	0.87927806	0.8503986	0.5711935	0.4160662	0.45568624	0.56712776	0.5	0.7855357	1.0	0.11274911	1.0	0.098632015	0.1577734	1.0
6	0.5714286	0.4	0.012944984	0.0042501437	1.0	0.0041790553	1.0	0.45593768	0.4229463	0.5	0.5	0.5	-0.22418928	-0.21467637	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.8345907	0.8480753	0.91300035	0.72539896	0.32610086	0.40288234	0.6077341	0.20544107	0.5	0.53071785	1.0	0.11274911	1.0	0.098632015	0.1577734	1.0
7	0.85714287	0.4	0.012944984	0.004386804	1.0	0.0043160734	1.0	0.70599544	0.422545	0.5	0.5	1.0	0.33846316	-0.21552116	1.0	0.5	1.0	0.0	0.0	0.0	0.0	0.860687	0.8935253	0.87155074	0.796176	0.43242085	0.58151704	0.42084545	0.4102346	0.5	0.770943	1.0	0.11274911	0.74217314	0.064657375	0.12602794	1.0
8	0.42857143	0.4	0.012944984	0.004386804	1.0	0.0043229247	1.0	0.37454942	0.630426	1.0	0.5	0.5	-0.4073201	0.2220606	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.8732947	0.8398336	0.9483926	0.8522541	0.48378614	0.37048987	0.7673116	0.5724967	0.5	0.7846228	1.0	0.11274911	1.0	0.098632015	0.1577734	1.0
9	0.5714286	0.4	0.012944984	0.0044278023	1.0	0.004357179	1.0	0.65105164	0.63223773	0.5	0.5	1.0	0.21483478	0.22587417	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.82778466	0.888873	0.82066447	0.76037896	0.29837248	0.5632319	0.19140786	0.30665568	0.5	0.4937333	1.0	0.11274911	0.74217314	0.064657375	0.12602794	1.0
10	0.71428573	0.4	0.012944984	0.0044278023	1.0	0.00436403	1.0	0.6106843	0.65398717	1.0	0.5	0.5	0.124004506	0.2716559	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.88356644	0.867056	0.9699412	0.82940495	0.52563447	0.47748357	0.86447054	0.5063827	0.5	0.6544772	1.0	0.11274911	1.0	0.098632015	0.1577734	1.0
11	0.71428573	0.4	0.012944984	0.0044824663	1.0	0.0044119866	1.0	0.71909744	0.77532506	1.0	0.5	1.0	0.36794388	0.52706766	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.89620984	0.91345835	0.9030132	0.8495907	0.57714546	0.6598611	0.562704	0.56479025	1.0	0.6903822	1.0	0.11274911	0.74217314	0.064657375	0.12602794	1.0
12	1.0	0.4	0.012944984	0.0044824663	1.0	0.0044188374	1.0	0.27837715	0.5345259	0.5	0.5	0.5	-0.6237164	0.020194422	0.5	0.5	1.0	0.0	0.0	0.0	0.0	0.95670336	0.90052485	0.83643407	0.88162154	0.82360375	0.60902774	0.26251045	0.6574715	0.5	0.7914466	1.0	0.11274911	1.0	0.098632015	0.1577734	1.0
13	0.2857143	0.4	0.012944984	0.0045371307	1.0	0.0044667935	1.0	0.59900707	0.5126481	0.5	0.5	0.5	0.09772968	-0.025857475	1.0	0.5	0.5	0.0	0.0	0.0	0.0	0.78778136	0.81048787	0.8372286	0.76887226	0.135394	0.25515065	0.26609284	0.3312311	0.5	0.54061425	1.0	0.11274911	1.0	0.098632015	0.1577734	1.0
14	0.5714286	0.4	0.012944984	0.004578129	1.0	0.00451475	1.0	0.6161392	0.8327049	0.5	0.5	1.0	0.13627851	0.64785016	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.8123524	0.76706743	0.894527	0.800478	0.23549971	0.08449325	0.524441	0.42268255	0.5	0.59956485	1.0	0.11274911	0.74217314	0.064657375	0.12602794	1.0
