	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
0	0.71428573	0.4	0.026490066	0.007014504	1.0	0.0068865023	1.0	0.3892059	0.5329222	0.5	0.5	0.5	-0.37351307	-0.04095294	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.8425817	0.85391796	0.8954357	0.7815691	0.3695011	0.46364325	0.519117	0.38681787	0.5	0.6143047	1.0	0.11274911	1.0	0.098632015	0.1578009	1.0
1	0.5714286	0.4	0.026490066	0.0071682082	1.0	0.00703362	1.0	0.72730327	0.6695931	0.5	0.5	1.0	0.38677773	0.2636387	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.7879881	0.7972916	0.93145406	0.7574596	0.15084077	0.25573298	0.68476266	0.31913742	0.5	0.6012159	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
2	0.2857143	0.4	0.026490066	0.0071821813	1.0	0.007061642	1.0	0.6671201	0.48421663	0.5	0.5	1.0	0.2514418	-0.1495007	1.0	0.5	0.5	0.30968815	0.7333146	0.39149818	0.5407292	0.8896381	0.8649551	0.8646292	0.77111346	0.5579738	0.50416756	0.37744036	0.3574667	0.5	0.7217246	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
3	0.2857143	0.4	0.026490066	0.0072241006	1.0	0.007103676	1.0	0.6218903	0.7977305	0.5	0.5	1.0	0.1497322	0.54921216	1.0	0.5	0.5	0.0	0.0	0.0	0.0	0.85917145	0.78810555	0.9588991	0.87023276	0.4359474	0.2220057	0.81098026	0.6357157	0.5	0.6366057	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
4	0.85714287	0.4	0.026490066	0.0072241006	1.0	0.0071106814	1.0	0.30311933	0.39688978	0.5	0.5	0.5	-0.5670987	-0.34412175	1.0	0.5	1.0	0.0	0.0	0.0	0.0	0.7991749	0.8080366	0.9238084	0.83386725	0.19564651	0.29518497	0.64960086	0.53362995	0.5	0.50938886	1.0	0.11274911	1.0	0.098632015	0.1578009	1.0
5	0.71428573	0.4	0.026490066	0.0072939666	1.0	0.007173732	1.0	0.8443642	0.63580364	0.5	0.5	1.0	0.65001667	0.18833362	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.82240117	0.8584845	0.87756836	0.7476902	0.28867355	0.48040977	0.43694645	0.29171243	1.0	0.72099006	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
6	0.85714287	0.4	0.026490066	0.0075594555	0.5	0.007397911	1.0	0.45637092	0.35775617	0.5	0.5	0.5	-0.22247678	-0.43133685	1.0	0.5	1.0	0.0	0.0	0.0	0.0	0.8383525	0.8599275	0.8997608	0.71094877	0.35256246	0.485708	0.53900766	0.18857159	0.5	0.76758766	1.0	0.7051597	1.0	0.7004685	0.72013074	1.0
7	1.0	0.4	0.026490066	0.0075594555	0.5	0.0074049165	1.0	0.45444408	0.58647317	0.5	1.0	0.5	-0.22680973	0.07839342	0.5	0.5	1.0	0.0	0.0	0.0	0.0	0.76755005	0.81114924	0.94856596	0.7168473	0.0689813	0.30661333	0.7634587	0.2051299	0.5	0.4817767	1.0	0.7051597	1.0	0.7004685	0.72013074	1.0
8	0.71428573	0.4	0.03311258	0.0080624875	1.0	0.007944347	1.0	0.6201447	0.83254606	1.0	1.0	1.0	0.14580683	0.6268038	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.8313947	0.8344603	0.8834199	0.81983083	0.3246945	0.3922026	0.46385738	0.4942267	0.5	0.7217153	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
9	0.85714287	0.4	0.03311258	0.008090434	1.0	0.007979375	1.0	0.787413	0.58265305	0.5	0.5	1.0	0.5219485	0.06987962	1.0	0.5	1.0	0.0	0.0	0.0	0.0	0.79258734	0.91340005	0.8506875	0.7898538	0.16926196	0.68203837	0.3133235	0.4100749	0.5	0.5952982	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
10	1.0	0.4	0.03311258	0.008216192	1.0	0.008126493	1.0	0.7846867	0.4849265	0.5	1.0	1.0	0.51581776	-0.14791866	0.5	0.5	1.0	0.0	0.0	0.0	0.0	0.8206351	0.8179201	0.8154817	0.7967529	0.28159994	0.33147278	0.15141474	0.429442	0.5	0.8040476	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
11	0.42857143	0.4	0.03311258	0.00834195	1.0	0.008217566	1.0	0.7538893	0.5252401	0.5	1.0	1.0	0.44656262	-0.058073677	0.5	0.5	0.5	0.0	0.0	0.0	0.0	0.91268945	0.843682	0.8649202	0.77366054	0.6503	0.4260606	0.3787784	0.36461684	0.5	0.88652986	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
12	0.71428573	0.4	0.03311258	0.008411815	1.0	0.008280616	1.0	0.7220803	0.53235453	0.5	0.5	1.0	0.37503272	-0.042218115	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.8700372	0.8232105	0.88311553	0.73743975	0.4794673	0.3508973	0.46245745	0.26293737	0.5	0.76074857	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
13	0.5714286	0.4	0.03311258	0.008705251	1.0	0.008553835	1.0	0.73882884	0.66982156	0.5	0.5	1.0	0.4126956	0.26414773	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.78347945	0.80089164	0.9090985	0.7273713	0.13278273	0.26895118	0.581951	0.23467292	0.5	0.5188636	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
14	0.2857143	0.4	0.03311258	0.009222256	1.0	0.009065243	1.0	0.53395104	0.39455462	0.5	0.5	0.5	-0.048019804	-0.349326	1.0	0.5	0.5	0.46005535	0.45017284	0.75403184	0.3002599	0.7938146	0.82377875	0.93950063	0.71574444	0.17417718	0.35298377	0.7217684	0.20203404	0.5	0.5524747	1.0	0.11274911	1.0	0.098632015	0.1578009	1.0
15	0.71428573	0.4	0.03311258	0.009292122	1.0	0.009135299	1.0	0.8253803	0.7644348	1.0	1.0	1.0	0.6073269	0.47500756	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.9356449	0.8041544	0.9388587	0.7963988	0.74224204	0.28093067	0.7188158	0.428448	1.0	0.85427	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
16	0.2857143	0.4	0.03311258	0.009292122	1.0	0.009142305	1.0	0.67904717	0.53305084	0.5	0.5	1.0	0.27826273	-0.04066636	1.0	0.5	0.5	0.0	0.0	0.0	0.0	0.783672	0.72860485	0.8621944	0.7810031	0.13355345	0.0035418568	0.36624297	0.38522905	0.5	0.6776304	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
17	0.71428573	0.4	0.03311258	0.009292122	1.0	0.00914931	1.0	0.44083387	0.64440817	0.5	0.5	0.5	-0.2574154	0.20751011	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.92380035	0.80704653	0.90945673	0.79948264	0.694802	0.2915495	0.58359855	0.43710512	0.5	0.6609725	1.0	0.11274911	1.0	0.098632015	0.1578009	1.0
18	0.71428573	0.4	0.03311258	0.009459799	1.0	0.009275411	1.0	0.76967007	0.5154138	0.5	0.5	1.0	0.48204938	-0.079973005	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.847391	0.83023345	0.91148716	0.81379575	0.3887639	0.37668282	0.5929363	0.4772849	0.5	0.7318935	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
19	0.71428573	0.4	0.03311258	0.009557611	1.0	0.009359478	1.0	0.6349548	0.44778183	1.0	0.5	1.0	0.17911062	-0.23070115	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.8349384	0.81496584	0.89041567	0.7444898	0.33888808	0.32062596	0.49602988	0.2827283	0.5	0.74694395	1.0	0.11274911	0.74217314	0.064657375	0.12605648	1.0
